county,week,week number,Face Shields (Disposable),Surgical Masks,Cloth Masks,Surgical or Examination Gowns,Examination Gloves,N-95 Respirators,Hand Sanitizers,Wipes,Other / None of the above,Cleaning Supplies,Swabs,Viral Testing Media,Pharmaceuticals,Shoe Covers,Test Kits,KN95 Respirators,Coveralls (Hospitals or EMS),Medical Equipment,Goggles,Lab Supplies,Beds/Cots,Body Bags,Lab Kit,Ventilators,Personnel,Sample Collecting Kits,Lab Platform,Bedding Accessories,Fit Testing Supplies
['Imperial'],2020-09-26 to 2020-10-02,16,[601160.0],[26571300.0],[792540.0],[1328082.0],[9652580.0],[7417980.0],[483448.0],[0.0],[413042.0],[0.0],[371000.0],[200956.0],[112126.0],[0.0],[25200.0],[1156680.0],[476567.0],[2765.0],[42000.0],[0.0],[0.0],[3500.0],[0.0],[56.0],[931.0],[28000.0],[0.0],[0.0],[0.0]
['San Bernardino'],2020-09-26 to 2020-10-02,16,[746732.0],[34893600.0],[4400620.0],[1916194.0],[14994000.0],[7272538.0],[623168.0],[0.0],[31899.0],[0.0],[511000.0],[319130.0],[31206.0],[5250.0],[203700.0],[235900.0],[49875.0],[18550.0],[33040.0],[0.0],[0.0],[0.0],[0.0],[0.0],[462.0],[140000.0],[0.0],[0.0],[0.0]
['Santa Clara'],2020-09-26 to 2020-10-02,16,[12612628.0],[50702050.0],[2028040.0],[3636780.0],[46316200.0],[56409360.0],[1212883.0],[1884400.0],[2364208.0],[168000.0],[4540200.0],[4494966.0],[93219.0],[1757000.0],[210000.0],[84560.0],[446264.0],[4620.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[350.0],[2940000.0],[0.0],[0.0],[0.0]
['San Diego'],2020-09-26 to 2020-10-02,16,[3846556.0],[110034400.0],[6114500.0],[27242488.0],[91127736.0],[17843350.0],[2740675.0],[4788168.0],[1725878.0],[177282.0],[2065000.0],[825720.0],[49266.0],[700000.0],[263200.0],[35280.0],[77364.0],[4550.0],[817600.0],[141400.0],[0.0],[9870.0],[0.0],[210.0],[294.0],[470400.0],[0.0],[0.0],[0.0]
['Humboldt'],2020-09-26 to 2020-10-02,16,[155736.0],[12911600.0],[379540.0],[959000.0],[8646960.0],[1798720.0],[208468.0],[0.0],[792197.0],[0.0],[491400.0],[340564.0],[0.0],[5250.0],[5600.0],[94320.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[245700.0],[0.0],[0.0],[0.0]
['Tulare'],2020-09-26 to 2020-10-02,16,[1361822.0],[14851200.0],[938000.0],[1694154.0],[8266720.0],[4585882.0],[500038.0],[114520.0],[155526.0],[14.0],[812700.0],[288337.0],[7014.0],[99050.0],[0.0],[350000.0],[93975.0],[44828.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[28.0],[399.0],[249200.0],[0.0],[0.0],[0.0]
['Los Angeles'],2020-09-26 to 2020-10-02,16,[12995902.0],[331887300.0],[17779020.0],[79164862.0],[164448200.0],[251239060.0],[11514741.0],[4301472.0],[1548554.0],[2800.0],[9559550.0],[6643770.0],[257516.0],[359100.0],[750400.0],[1263780.0],[154819.0],[11631.0],[207550.0],[0.0],[0.0],[0.0],[0.0],[140.0],[6013.0],[385000.0],[0.0],[0.0],[0.0]
['Mendocino'],2020-09-26 to 2020-10-02,16,[232400.0],[4221000.0],[541590.0],[437360.0],[2457000.0],[918640.0],[107170.0],[0.0],[1050.0],[140000.0],[137200.0],[72849.0],[427.0],[0.0],[0.0],[6000.0],[0.0],[0.0],[19600.0],[10500.0],[301.0],[0.0],[0.0],[0.0],[84.0],[54152.0],[0.0],[0.0],[0.0]
['Kings'],2020-09-26 to 2020-10-02,16,[94892.0],[3551800.0],[1638000.0],[695674.0],[3149720.0],[4450840.0],[530558.0],[0.0],[329910.0],[0.0],[204421.0],[172480.0],[5012.0],[7000.0],[46900.0],[87640.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[179200.0],[0.0],[0.0],[0.0]
['Madera'],2020-09-26 to 2020-10-02,16,[534436.0],[2993200.0],[766500.0],[427000.0],[630000.0],[2861400.0],[762132.0],[0.0],[451528.0],[0.0],[350000.0],[177212.0],[581.0],[140000.0],[11200.0],[77460.0],[0.0],[7070.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21.0],[35.0],[56000.0],[0.0],[0.0],[0.0]
['Contra Costa'],2020-09-26 to 2020-10-02,16,[559664.0],[14396200.0],[936600.0],[3135622.0],[8495900.0],[11597110.0],[1445388.0],[62440.0],[90545.0],[3570.0],[2074100.0],[1447817.0],[3248.0],[14000.0],[86450.0],[1294020.0],[25200.0],[0.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[240.0],[168700.0],[0.0],[0.0],[0.0]
['Siskiyou'],2020-09-26 to 2020-10-02,16,[7224.0],[4053000.0],[252000.0],[55104.0],[966000.0],[807240.0],[33292.0],[7000.0],[0.0],[0.0],[197407.0],[44142.0],[140.0],[0.0],[119000.0],[70000.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[56000.0],[0.0],[0.0],[0.0]
['Inyo'],2020-09-26 to 2020-10-02,16,[170492.0],[3250800.0],[847840.0],[35924.0],[3388960.0],[510360.0],[82684.0],[232800.0],[5390.0],[756.0],[116200.0],[17150.0],[100800.0],[28000.0],[0.0],[66920.0],[10087.0],[11508.0],[2100.0],[52500.0],[364.0],[1050.0],[0.0],[70.0],[0.0],[5950.0],[0.0],[0.0],[0.0]
['San Mateo'],2020-09-26 to 2020-10-02,16,[677880.0],[18018000.0],[665280.0],[6652940.0],[7846800.0],[2467080.0],[343476.0],[215600.0],[474754.0],[7056.0],[1666350.0],[1225553.0],[5327.0],[126000.0],[132300.0],[267750.0],[0.0],[106470.0],[66500.0],[211400.0],[0.0],[0.0],[0.0],[0.0],[44.0],[277200.0],[0.0],[0.0],[0.0]
['Calaveras'],2020-09-26 to 2020-10-02,16,[35910.0],[28000.0],[105000.0],[78050.0],[494200.0],[223384.0],[36680.0],[71400.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[0.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2020-09-26 to 2020-10-02,16,[622244.0],[12574800.0],[577640.0],[2478000.0],[8675080.0],[5686025.0],[732396.0],[126000.0],[29540.0],[5600.0],[456400.0],[293034.0],[497.0],[476000.0],[0.0],[78820.0],[37800.0],[1414.0],[34720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[598.0],[94500.0],[0.0],[0.0],[0.0]
['Yolo'],2020-09-26 to 2020-10-02,16,[207060.0],[4522000.0],[2193240.0],[517846.0],[6348160.0],[1611960.0],[234647.0],[36960.0],[15652.0],[0.0],[147000.0],[88256.0],[259.0],[42000.0],[0.0],[334040.0],[28063.0],[0.0],[13300.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21000.0],[0.0],[0.0],[0.0]
['Marin'],2020-09-26 to 2020-10-02,16,[1074528.0],[4967200.0],[293020.0],[1409940.0],[6601000.0],[4131140.0],[143458.0],[1064000.0],[494186.0],[0.0],[336000.0],[214648.0],[1064.0],[140000.0],[36400.0],[31640.0],[10976.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[155050.0],[0.0],[0.0],[0.0]
['Riverside'],2020-09-26 to 2020-10-02,16,[410116.0],[82559400.0],[2971920.0],[1253000.0],[29965180.0],[19360320.0],[1117949.0],[25200.0],[273140.0],[1680.0],[756000.0],[1019298.0],[38122.0],[10500.0],[3500.0],[959560.0],[56350.0],[19040.0],[182000.0],[2443000.0],[0.0],[3500.0],[0.0],[0.0],[224.0],[735000.0],[0.0],[0.0],[0.0]
['Colusa'],2020-09-26 to 2020-10-02,16,[83048.0],[9030000.0],[262500.0],[9142.0],[9569000.0],[477260.0],[137403.0],[0.0],[70007.0],[0.0],[35000.0],[33600.0],[0.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[350.0],[0.0],[0.0],[0.0]
['Shasta'],2020-09-26 to 2020-10-02,16,[48532.0],[3994900.0],[331660.0],[132114.0],[823000.0],[386924.0],[128856.0],[0.0],[35546.0],[0.0],[205100.0],[144816.0],[231.0],[0.0],[22400.0],[0.0],[0.0],[392.0],[7900.0],[0.0],[0.0],[0.0],[0.0],[0.0],[85.0],[58800.0],[0.0],[0.0],[0.0]
['Alpine'],2020-09-26 to 2020-10-02,16,[3500.0],[42000.0],[0.0],[350.0],[41160.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[7000.0],[8820.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0]
['Lake'],2020-09-26 to 2020-10-02,16,[105700.0],[4817400.0],[173040.0],[70602.0],[3975720.0],[527940.0],[45094.0],[57400.0],[350.0],[0.0],[119700.0],[79100.0],[91.0],[2800.0],[4200.0],[79380.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Fresno'],2020-09-26 to 2020-10-02,16,[1374100.0],[46027800.0],[4114600.0],[1118460.0],[29517040.0],[10994120.0],[1443463.0],[417200.0],[455070.0],[0.0],[1052800.0],[801500.0],[11543.0],[241150.0],[73500.0],[888720.0],[8960.0],[1330.0],[64400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[469.0],[10500.0],[0.0],[0.0],[0.0]
['Amador'],2020-09-26 to 2020-10-02,16,[103376.0],[1274000.0],[119000.0],[174300.0],[882000.0],[1355480.0],[44436.0],[0.0],[10332.0],[210.0],[98007.0],[33712.0],[0.0],[0.0],[14000.0],[44100.0],[7000.0],[0.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0]
['Tuolumne'],2020-09-26 to 2020-10-02,16,[184660.0],[13342700.0],[77840.0],[189910.0],[2800000.0],[1296904.0],[82089.0],[0.0],[0.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[38150.0],[105840.0],[350.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[28000.0],[0.0],[0.0],[0.0]
['El Dorado'],2020-09-26 to 2020-10-02,16,[25396.0],[2384200.0],[295540.0],[99120.0],[7959000.0],[188580.0],[47684.0],[0.0],[126700.0],[0.0],[28000.0],[26600.0],[0.0],[14000.0],[0.0],[88760.0],[1750.0],[350.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[8400.0],[0.0],[0.0],[0.0]
['Glenn'],2020-09-26 to 2020-10-02,16,[3500.0],[1234800.0],[32500.0],[19950.0],[770000.0],[1716120.0],[7252.0],[0.0],[0.0],[0.0],[84000.0],[16800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0]
['Tehama'],2020-09-26 to 2020-10-02,16,[23800.0],[2564800.0],[28000.0],[26250.0],[143360.0],[268520.0],[17892.0],[14560.0],[54824.0],[0.0],[3500.0],[700.0],[7.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[0.0]
['Butte'],2020-09-26 to 2020-10-02,16,[83384.0],[6231400.0],[659400.0],[281064.0],[1980720.0],[1335404.0],[173229.0],[0.0],[101619.0],[0.0],[176214.0],[153312.0],[742.0],[0.0],[18550.0],[376600.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[133.0],[62800.0],[0.0],[0.0],[0.0]
['Plumas'],2020-09-26 to 2020-10-02,16,[21112.0],[550200.0],[80500.0],[18200.0],[259000.0],[68040.0],[16156.0],[1400.0],[14938.0],[0.0],[70000.0],[14800.0],[0.0],[0.0],[0.0],[0.0],[2814.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sierra'],2020-09-26 to 2020-10-02,16,[700.0],[21700.0],[3500.0],[12040.0],[81060.0],[11760.0],[11914.0],[0.0],[0.0],[0.0],[10500.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[0.0]
['Kern'],2020-10-03 to 2020-10-09,17,[3072748.0],[26597200.0],[5732300.0],[4450040.0],[4305000.0],[10200645.0],[6991971.0],[0.0],[137186.0],[0.0],[862050.0],[815836.0],[10997.0],[0.0],[417200.0],[122640.0],[0.0],[1050.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1396.0],[0.0],[0.0],[0.0],[0.0]
['Mariposa'],2020-10-03 to 2020-10-09,17,[20440.0],[865200.0],[31500.0],[11592.0],[987000.0],[107520.0],[77252.0],[29400.0],[14700.0],[0.0],[49000.0],[19712.0],[100800.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Merced'],2020-10-03 to 2020-10-09,17,[814492.0],[11684400.0],[1008560.0],[1572550.0],[10444000.0],[2816240.0],[139230.0],[0.0],[101052.0],[0.0],[847700.0],[666015.0],[1344.0],[21000.0],[35000.0],[35280.0],[0.0],[2660.0],[77000.0],[0.0],[0.0],[3430.0],[0.0],[0.0],[0.0],[373100.0],[0.0],[0.0],[0.0]
['Mono'],2020-10-03 to 2020-10-09,17,[29876.0],[875000.0],[38500.0],[65058.0],[1305500.0],[315140.0],[74998.0],[9800.0],[70700.0],[84.0],[133007.0],[31850.0],[0.0],[33250.0],[30800.0],[35280.0],[378.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2020-10-03 to 2020-10-09,17,[190876.0],[4445000.0],[1039780.0],[645680.0],[27701800.0],[1749188.0],[1267938.0],[77000.0],[153363.0],[0.0],[126000.0],[81592.0],[378.0],[0.0],[0.0],[116060.0],[0.0],[364.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[75600.0],[0.0],[0.0],[0.0]
['Santa Barbara'],2020-10-03 to 2020-10-09,17,[233800.0],[14971600.0],[1677060.0],[956242.0],[11383120.0],[14070560.0],[944384.0],[36176.0],[19999.0],[0.0],[1267000.0],[880915.0],[5089.0],[0.0],[98000.0],[327880.0],[29134.0],[350.0],[95200.0],[0.0],[168.0],[0.0],[0.0],[0.0],[30.0],[336000.0],[0.0],[0.0],[0.0]
['Sutter'],2020-10-03 to 2020-10-09,17,[39200.0],[816200.0],[3500.0],[64540.0],[536000.0],[898000.0],[10969.0],[8400.0],[68264.0],[0.0],[68600.0],[47824.0],[0.0],[0.0],[19600.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[33600.0],[0.0],[0.0],[0.0]
['Modoc'],2020-10-03 to 2020-10-09,17,[19600.0],[1317400.0],[43120.0],[91700.0],[392000.0],[111160.0],[21924.0],[0.0],[143052.0],[0.0],[57400.0],[35350.0],[0.0],[0.0],[0.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Del Norte'],2020-10-03 to 2020-10-09,17,[69300.0],[9755200.0],[339220.0],[296152.0],[7162400.0],[1407250.0],[169596.0],[112672.0],[211204.0],[0.0],[202400.0],[166581.0],[0.0],[28000.0],[0.0],[190820.0],[10500.0],[0.0],[6300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[138350.0],[0.0],[0.0],[0.0]
['Placer'],2020-10-03 to 2020-10-09,17,[478100.0],[22638000.0],[1144500.0],[2113790.0],[8519000.0],[3018904.0],[582904.0],[560000.0],[11368.0],[0.0],[1141000.0],[941024.0],[101983.0],[350000.0],[0.0],[1391880.0],[15260.0],[0.0],[3585400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[518000.0],[0.0],[0.0],[0.0]
['Trinity'],2020-10-03 to 2020-10-09,17,[28560.0],[483560.0],[38500.0],[51478.0],[490000.0],[199724.0],[2492.0],[25200.0],[18200.0],[0.0],[28707.0],[20650.0],[0.0],[0.0],[0.0],[8820.0],[126.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[8750.0],[0.0],[0.0],[0.0]
['Sacramento'],2020-10-03 to 2020-10-09,17,[8986824.0],[82741000.0],[4755100.0],[15826200.0],[147472200.0],[40933465.0],[4959213.0],[853440.0],[884450.0],[2814.0],[1533000.0],[1748866.0],[13937.0],[520100.0],[1226400.0],[8511440.0],[129640.0],[29386.0],[1209250.0],[0.0],[0.0],[0.0],[0.0],[0.0],[126.0],[822850.0],[0.0],[0.0],[0.0]
['San Benito'],2020-10-03 to 2020-10-09,17,[15400.0],[1953000.0],[31500.0],[466270.0],[903000.0],[1585430.0],[8960.0],[385200.0],[3822.0],[0.0],[322000.0],[140252.0],[56.0],[14000.0],[5600.0],[56280.0],[875.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[89600.0],[0.0],[0.0],[0.0]
['Yuba'],2020-10-03 to 2020-10-09,17,[25200.0],[4732000.0],[241500.0],[437556.0],[9051000.0],[310240.0],[214438.0],[0.0],[144844.0],[0.0],[210014.0],[74172.0],[602.0],[0.0],[22400.0],[0.0],[476.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35000.0],[0.0],[0.0],[0.0]
['Ventura'],2020-10-03 to 2020-10-09,17,[2283800.0],[58552700.0],[1782620.0],[2784950.0],[14167300.0],[15136440.0],[439509.0],[1170400.0],[24542.0],[0.0],[1407000.0],[761936.0],[5635.0],[0.0],[0.0],[371140.0],[0.0],[86280.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[0.0],[0.0],[797650.0],[0.0],[0.0],[0.0]
['Sonoma'],2020-10-03 to 2020-10-09,17,[576800.0],[14379400.0],[2231740.0],[734020.0],[5825400.0],[5811820.0],[261618.0],[250656.0],[1148056.0],[0.0],[1099000.0],[859607.0],[945.0],[0.0],[33600.0],[222180.0],[106330.0],[28.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[217.0],[604800.0],[0.0],[0.0],[0.0]
['San Joaquin'],2020-10-03 to 2020-10-09,17,[2781772.0],[20747090.0],[1279600.0],[2585184.0],[18553760.0],[9868558.0],[630098.0],[1831480.0],[1190245.0],[0.0],[596435.0],[413700.0],[6930.0],[576100.0],[228900.0],[1248520.0],[310975.0],[1400.0],[374500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[105.0],[361200.0],[0.0],[0.0],[0.0]
['Alameda'],2020-10-03 to 2020-10-09,17,[1534808.0],[98097600.0],[10534600.0],[1196608.0],[32069200.0],[13431320.0],[2447686.0],[3280600.0],[1323091.0],[0.0],[2938600.0],[2083298.0],[13251.0],[28000.0],[175000.0],[403340.0],[54474.0],[17521.0],[92400.0],[305200.0],[0.0],[0.0],[0.0],[70.0],[49.0],[120400.0],[0.0],[0.0],[0.0]
['Monterey'],2020-10-03 to 2020-10-09,17,[605080.0],[20937336.0],[464800.0],[1377390.0],[14392000.0],[10490660.0],[1126230.0],[997500.0],[182434.0],[0.0],[938000.0],[738829.0],[2345.0],[102200.0],[35000.0],[672420.0],[58513.0],[770.0],[80500.0],[0.0],[0.0],[700.0],[0.0],[0.0],[7.0],[238000.0],[0.0],[0.0],[0.0]
['Solano'],2020-10-03 to 2020-10-09,17,[362038.0],[7676200.0],[399420.0],[593796.0],[10049520.0],[2997820.0],[173656.0],[25200.0],[82306.0],[0.0],[553700.0],[163842.0],[3052.0],[5250.0],[0.0],[4200.0],[33250.0],[7364.0],[50300.0],[93800.0],[0.0],[0.0],[45500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Francisco'],2020-10-03 to 2020-10-09,17,[1955520.0],[38291400.0],[2059680.0],[398202.0],[33363120.0],[16373140.0],[538972.0],[333200.0],[149548.0],[6720.0],[1460935.0],[909384.0],[6167.0],[0.0],[0.0],[747880.0],[18060.0],[1484.0],[85820.0],[317800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[72450.0],[0.0],[0.0],[0.0]
['Stanislaus'],2020-10-03 to 2020-10-09,17,[343252.0],[11886000.0],[1564080.0],[8557850.0],[20013000.0],[9049828.0],[1053465.0],[19656.0],[26460.0],[3612.0],[965300.0],[854448.0],[107450.0],[126000.0],[75600.0],[180040.0],[158228.0],[1470.0],[95200.0],[81200.0],[0.0],[700.0],[0.0],[1190.0],[504.0],[394800.0],[0.0],[0.0],[0.0]
['Orange'],2020-10-03 to 2020-10-09,17,[5208168.0],[92720320.0],[5796700.0],[8357888.0],[35453880.0],[47138018.0],[2745827.0],[42000.0],[2182894.0],[7056.0],[2072000.0],[1975908.0],[49336.0],[282100.0],[77350.0],[1003240.0],[11550.0],[44282.0],[1782340.0],[0.0],[16100.0],[14000.0],[0.0],[0.0],[100.0],[1400.0],[0.0],[0.0],[0.0]
['Nevada'],2020-10-03 to 2020-10-09,17,[19600.0],[508200.0],[35000.0],[116984.0],[1251600.0],[872200.0],[25270.0],[0.0],[22988.0],[0.0],[120400.0],[83139.0],[301.0],[0.0],[8400.0],[95200.0],[2800.0],[700.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[4550.0],[0.0],[0.0],[0.0]
['San Luis Obispo'],2020-10-03 to 2020-10-09,17,[237160.0],[9207800.0],[960120.0],[113120.0],[4782400.0],[2545620.0],[262220.0],[0.0],[12019.0],[0.0],[84021.0],[29400.0],[574.0],[182000.0],[0.0],[148820.0],[700.0],[1400.0],[39200.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0]
['Lassen'],2020-10-03 to 2020-10-09,17,[16884.0],[3199000.0],[113400.0],[23870.0],[28000.0],[2912280.0],[49140.0],[0.0],[0.0],[0.0],[35035.0],[35280.0],[100800.0],[0.0],[0.0],[88200.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0]
['Imperial'],2020-10-03 to 2020-10-09,17,[601160.0],[26571300.0],[792540.0],[1328082.0],[9652580.0],[7576380.0],[483448.0],[0.0],[413042.0],[0.0],[371000.0],[200956.0],[112126.0],[0.0],[25200.0],[1156680.0],[476567.0],[2765.0],[42000.0],[0.0],[0.0],[3500.0],[0.0],[56.0],[931.0],[28000.0],[0.0],[0.0],[0.0]
['San Bernardino'],2020-10-03 to 2020-10-09,17,[746732.0],[34929600.0],[4400620.0],[1916194.0],[15864000.0],[7370458.0],[623168.0],[0.0],[31899.0],[0.0],[511000.0],[319130.0],[31206.0],[5250.0],[203700.0],[235900.0],[49875.0],[18550.0],[33040.0],[0.0],[0.0],[0.0],[0.0],[0.0],[462.0],[140000.0],[0.0],[0.0],[0.0]
['Santa Clara'],2020-10-03 to 2020-10-09,17,[12613428.0],[50710050.0],[2036040.0],[3636780.0],[46316200.0],[56507280.0],[1213123.0],[1884400.0],[2364208.0],[168000.0],[4540200.0],[4494966.0],[93219.0],[1757000.0],[210000.0],[84560.0],[446264.0],[4620.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[350.0],[2940000.0],[0.0],[0.0],[0.0]
['San Diego'],2020-10-03 to 2020-10-09,17,[3846556.0],[110034400.0],[6114500.0],[27242488.0],[91127736.0],[17851990.0],[2740675.0],[4788168.0],[1725878.0],[177282.0],[2065000.0],[825720.0],[49266.0],[700000.0],[263200.0],[35280.0],[77364.0],[4550.0],[817600.0],[141400.0],[0.0],[9870.0],[0.0],[210.0],[313.0],[470400.0],[0.0],[0.0],[0.0]
['Humboldt'],2020-10-03 to 2020-10-09,17,[155736.0],[12927600.0],[379540.0],[959000.0],[8646960.0],[1798720.0],[209748.0],[0.0],[792197.0],[0.0],[511400.0],[362128.0],[0.0],[5250.0],[5600.0],[110320.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[265700.0],[0.0],[0.0],[0.0]
['Tulare'],2020-10-03 to 2020-10-09,17,[1361822.0],[14851200.0],[938000.0],[1694154.0],[8266720.0],[4814842.0],[500038.0],[114520.0],[155526.0],[14.0],[812700.0],[288337.0],[7014.0],[99050.0],[0.0],[350000.0],[93975.0],[44828.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[28.0],[399.0],[249200.0],[0.0],[0.0],[0.0]
['Los Angeles'],2020-10-03 to 2020-10-09,17,[13040902.0],[332392300.0],[17779020.0],[79164862.0],[168118200.0],[251635060.0],[11514741.0],[4301472.0],[1548554.0],[2800.0],[9559550.0],[6643770.0],[257516.0],[359100.0],[750400.0],[1263780.0],[154819.0],[12131.0],[207550.0],[0.0],[0.0],[0.0],[0.0],[140.0],[6045.0],[385000.0],[0.0],[0.0],[0.0]
['Mendocino'],2020-10-03 to 2020-10-09,17,[232400.0],[4221000.0],[541590.0],[437360.0],[2457000.0],[1033840.0],[107170.0],[0.0],[1050.0],[140000.0],[137200.0],[72849.0],[427.0],[0.0],[0.0],[14000.0],[0.0],[0.0],[19600.0],[10500.0],[301.0],[0.0],[0.0],[0.0],[84.0],[54152.0],[0.0],[0.0],[0.0]
['Kings'],2020-10-03 to 2020-10-09,17,[94892.0],[3551800.0],[1638000.0],[695674.0],[3149720.0],[4596760.0],[530558.0],[0.0],[329910.0],[0.0],[204421.0],[172480.0],[5012.0],[7000.0],[46900.0],[87640.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[179200.0],[0.0],[0.0],[0.0]
['Madera'],2020-10-03 to 2020-10-09,17,[534436.0],[2993200.0],[766500.0],[427000.0],[630000.0],[3087000.0],[762132.0],[0.0],[451528.0],[0.0],[350000.0],[177212.0],[581.0],[140000.0],[11200.0],[97860.0],[0.0],[7070.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21.0],[35.0],[56000.0],[0.0],[0.0],[0.0]
['Contra Costa'],2020-10-03 to 2020-10-09,17,[559664.0],[14396200.0],[936600.0],[3135622.0],[8495900.0],[11597110.0],[1445388.0],[62440.0],[90563.0],[3570.0],[2074100.0],[1447817.0],[3248.0],[14000.0],[86450.0],[1294020.0],[25200.0],[0.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[282.0],[168700.0],[0.0],[0.0],[0.0]
['Siskiyou'],2020-10-03 to 2020-10-09,17,[7224.0],[4053000.0],[261000.0],[55104.0],[966000.0],[818760.0],[33292.0],[7000.0],[0.0],[0.0],[197407.0],[44142.0],[140.0],[0.0],[119000.0],[70000.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[56000.0],[0.0],[0.0],[0.0]
['Inyo'],2020-10-03 to 2020-10-09,17,[170492.0],[3250800.0],[847840.0],[35924.0],[3473960.0],[521360.0],[82684.0],[632800.0],[5390.0],[756.0],[116200.0],[17150.0],[100800.0],[28000.0],[0.0],[66920.0],[10087.0],[11508.0],[2100.0],[52500.0],[364.0],[1050.0],[0.0],[70.0],[0.0],[5950.0],[0.0],[0.0],[0.0]
