county,week,week number,Face Shields (Disposable),Surgical Masks,Cloth Masks,Surgical or Examination Gowns,Examination Gloves,N-95 Respirators,Hand Sanitizers,Wipes,Other / None of the above,Cleaning Supplies,Swabs,Viral Testing Media,Pharmaceuticals,Shoe Covers,Test Kits,KN95 Respirators,Coveralls (Hospitals or EMS),Medical Equipment,Goggles,Lab Supplies,Beds/Cots,Body Bags,Lab Kit,Ventilators,Personnel,Sample Collecting Kits,Lab Platform,Bedding Accessories,Fit Testing Supplies,old week number
['Sacramento'],2021-01-16 to 2021-01-22,33,[13648424.0],[89385750.0],[5152140.0],[17540420.0],[187960700.0],[47059085.0],[7118111.0],[73669120.0],[1010604.0],[396354.0],[5103000.0],[2625826.0],[13937.0],[520100.0],[2190270.0],[12301460.0],[165790.0],[193671.0],[1234600.0],[37800.0],[0.0],[1040.0],[0.0],[0.0],[532.0],[824600.0],[0.0],[0.0],[28.0],7.0
['Trinity'],2021-01-16 to 2021-01-22,33,[41160.0],[553560.0],[49000.0],[89978.0],[1750000.0],[226604.0],[13972.0],[25200.0],[18200.0],[0.0],[35707.0],[20650.0],[595.0],[0.0],[94080.0],[8820.0],[126.0],[19600.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[17500.0],[0.0],[0.0],[0.0],7.0
['Napa'],2021-01-16 to 2021-01-22,33,[255976.0],[5369000.0],[1099280.0],[649880.0],[27820800.0],[2105068.0],[1304898.0],[77000.0],[153363.0],[0.0],[126000.0],[81592.0],[378.0],[0.0],[85120.0],[116060.0],[0.0],[364.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[105.0],[63.0],[145600.0],[0.0],[0.0],[0.0],7.0
['Colusa'],2021-01-16 to 2021-01-22,33,[98448.0],[9464000.0],[276500.0],[10192.0],[9688000.0],[490700.0],[151403.0],[43680.0],[70007.0],[0.0],[35000.0],[36624.0],[0.0],[0.0],[66220.0],[0.0],[0.0],[19600.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[350.0],[0.0],[0.0],[0.0],7.0
['Sutter'],2021-01-16 to 2021-01-22,33,[133000.0],[1387400.0],[70000.0],[71190.0],[623000.0],[936880.0],[47369.0],[8400.0],[68264.0],[0.0],[68600.0],[47824.0],[35.0],[0.0],[118160.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7.0],[33600.0],[0.0],[0.0],[0.0],7.0
['Butte'],2021-01-16 to 2021-01-22,33,[210784.0],[6934200.0],[788900.0],[330064.0],[2008720.0],[1446284.0],[286853.0],[1041600.0],[102053.0],[0.0],[361214.0],[256312.0],[742.0],[0.0],[273910.0],[376600.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[200.0],[1400.0],[35.0],[231.0],[232400.0],[0.0],[0.0],[0.0],7.0
['Calaveras'],2021-01-16 to 2021-01-22,33,[56910.0],[182000.0],[133000.0],[78050.0],[606200.0],[277144.0],[55076.0],[200200.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[44800.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[33950.0],[0.0],[0.0],[0.0],7.0
['Contra Costa'],2021-01-16 to 2021-01-22,33,[1232336.0],[17476200.0],[1202600.0],[8473122.0],[25299900.0],[17493910.0],[1659644.0],[29465800.0],[736015.0],[3570.0],[2634100.0],[2408217.0],[3248.0],[14000.0],[1560370.0],[1294020.0],[25200.0],[0.0],[49000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[406.0],[448700.0],[0.0],[0.0],[0.0],7.0
['Merced'],2021-01-16 to 2021-01-22,33,[1181292.0],[14890400.0],[1180060.0],[2236150.0],[17847000.0],[4726880.0],[229358.0],[275604.0],[101052.0],[0.0],[980000.0],[803915.0],[1344.0],[21000.0],[687680.0],[35280.0],[0.0],[2716.0],[79205.0],[0.0],[0.0],[3430.0],[0.0],[56.0],[169.0],[443100.0],[0.0],[0.0],[14.0],7.0
['Sierra'],2021-01-16 to 2021-01-22,33,[3500.0],[60900.0],[17500.0],[12040.0],[116060.0],[28280.0],[15974.0],[33600.0],[7000.0],[0.0],[10500.0],[5600.0],[112.0],[0.0],[4480.0],[0.0],[0.0],[45500.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[21.0],7.0
['Kern'],2021-01-16 to 2021-01-22,33,[3708348.0],[31739400.0],[6110300.0],[4631060.0],[11179000.0],[10592725.0],[7175371.0],[50400.0],[137242.0],[0.0],[876050.0],[829836.0],[17969.0],[0.0],[707000.0],[122640.0],[0.0],[2765.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[42.0],[1431.0],[0.0],[0.0],[0.0],[0.0],7.0
['Orange'],2021-01-16 to 2021-01-22,33,[6527968.0],[100501520.0],[7189700.0],[8437668.0],[82090880.0],[47389178.0],[3549067.0],[1501920.0],[2588089.0],[7056.0],[3685000.0],[3520020.0],[49336.0],[282100.0],[5606950.0],[1036720.0],[11550.0],[2473782.0],[1782340.0],[0.0],[16100.0],[14060.0],[0.0],[476.0],[998.0],[1400.0],[0.0],[0.0],[162.0],7.0
['Marin'],2021-01-16 to 2021-01-22,33,[1176728.0],[5527200.0],[363020.0],[1691340.0],[9821000.0],[4226180.0],[202622.0],[1064000.0],[494186.0],[0.0],[336000.0],[214648.0],[1064.0],[140000.0],[393520.0],[31640.0],[151396.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[133.0],[155050.0],[0.0],[0.0],[0.0],7.0
['San Mateo'],2021-01-16 to 2021-01-22,33,[976080.0],[19658800.0],[829780.0],[7479640.0],[13815800.0],[3092880.0],[477176.0],[19889520.0],[488782.0],[7056.0],[1771350.0],[1349789.0],[5327.0],[126000.0],[1320140.0],[274750.0],[0.0],[121520.0],[66500.0],[211400.0],[0.0],[0.0],[0.0],[91.0],[244.0],[285600.0],[0.0],[0.0],[295.0],7.0
['Imperial'],2021-01-16 to 2021-01-22,33,[925960.0],[31443300.0],[862540.0],[1756482.0],[13180580.0],[8024660.0],[1271648.0],[390880.0],[465692.0],[0.0],[406000.0],[324324.0],[112126.0],[0.0],[383600.0],[1165500.0],[497567.0],[4305.0],[42000.0],[0.0],[315.0],[3500.0],[0.0],[714.0],[1155.0],[152600.0],[0.0],[0.0],[0.0],7.0
['Alameda'],2021-01-16 to 2021-01-22,33,[2200408.0],[105453600.0],[10978100.0],[2107308.0],[49781200.0],[16883720.0],[2700306.0],[4800600.0],[1354619.0],[0.0],[3078600.0],[2083298.0],[13251.0],[28000.0],[1321880.0],[447440.0],[61474.0],[270921.0],[92400.0],[305200.0],[0.0],[0.0],[0.0],[70.0],[354.0],[120400.0],[0.0],[0.0],[1288.0],7.0
['Placer'],2021-01-16 to 2021-01-22,33,[783400.0],[24505600.0],[1284500.0],[2520410.0],[12005000.0],[3685864.0],[680036.0],[1066800.0],[11732.0],[0.0],[1281000.0],[1083824.0],[101983.0],[350000.0],[707840.0],[1398880.0],[15260.0],[0.0],[3626800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[660800.0],[0.0],[0.0],[98.0],7.0
['San Joaquin'],2021-01-16 to 2021-01-22,33,[3313772.0],[25292890.0],[1727600.0],[4121124.0],[36299760.0],[11685198.0],[952098.0],[2811480.0],[1205351.0],[700000.0],[806435.0],[417228.0],[6930.0],[576100.0],[1133860.0],[1248520.0],[310975.0],[1400.0],[375900.0],[0.0],[0.0],[0.0],[0.0],[343.0],[287.0],[361200.0],[0.0],[0.0],[105.0],7.0
['Riverside'],2021-01-16 to 2021-01-22,33,[1867516.0],[99255800.0],[3629920.0],[8260000.0],[78125180.0],[20025600.0],[2150953.0],[1288560.0],[274043.0],[1680.0],[756000.0],[1019298.0],[41622.0],[10500.0],[1069740.0],[977200.0],[56350.0],[19040.0],[182000.0],[2443000.0],[627.0],[12500.0],[0.0],[1470.0],[1107.0],[735000.0],[0.0],[0.0],[147.0],7.0
['Amador'],2021-01-16 to 2021-01-22,33,[120176.0],[1386000.0],[133000.0],[188300.0],[931000.0],[1371440.0],[54096.0],[0.0],[10605.0],[210.0],[98007.0],[33712.0],[1340.0],[0.0],[40901.0],[44100.0],[7000.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[15.0],[7000.0],[0.0],[0.0],[0.0],7.0
['Mariposa'],2021-01-16 to 2021-01-22,33,[29540.0],[915600.0],[42000.0],[11592.0],[994000.0],[171360.0],[87332.0],[29400.0],[14700.0],[0.0],[49000.0],[33712.0],[100800.0],[7000.0],[67200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],7.0
['Mendocino'],2021-01-16 to 2021-01-22,33,[286500.0],[4697000.0],[573090.0],[507360.0],[3905000.0],[1377040.0],[188138.0],[2880.0],[4550.0],[224000.0],[144200.0],[122241.0],[448.0],[0.0],[143360.0],[14000.0],[2240.0],[29400.0],[19600.0],[24612.0],[301.0],[0.0],[0.0],[14.0],[84.0],[68152.0],[0.0],[0.0],[0.0],7.0
['Stanislaus'],2021-01-16 to 2021-01-22,33,[761852.0],[14229600.0],[1963080.0],[9630600.0],[25047000.0],[10241728.0],[1188845.0],[39816.0],[26460.0],[3612.0],[1166800.0],[1025116.0],[107450.0],[126000.0],[895520.0],[257040.0],[159978.0],[16917.0],[95200.0],[81200.0],[0.0],[700.0],[0.0],[1330.0],[623.0],[394800.0],[0.0],[0.0],[7.0],7.0
['Fresno'],2021-01-16 to 2021-01-22,33,[2073400.0],[54761000.0],[8672300.0],[1304660.0],[34564040.0],[11397120.0],[2216403.0],[703360.0],[463169.0],[0.0],[1052800.0],[801500.0],[11543.0],[241150.0],[844060.0],[897540.0],[8960.0],[36330.0],[77000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[697.0],[10500.0],[0.0],[0.0],[861.0],7.0
['San Francisco'],2021-01-16 to 2021-01-22,33,[2184420.0],[40010600.0],[2185680.0],[400302.0],[34672120.0],[16419900.0],[626962.0],[494480.0],[149583.0],[6720.0],[2195935.0],[1681512.0],[6167.0],[0.0],[1482320.0],[747880.0],[18060.0],[73584.0],[85820.0],[317800.0],[0.0],[0.0],[0.0],[0.0],[728.0],[79450.0],[0.0],[0.0],[0.0],7.0
['Tulare'],2021-01-16 to 2021-01-22,33,[1365322.0],[16626400.0],[938000.0],[1800414.0],[27306720.0],[6564082.0],[501214.0],[488920.0],[155526.0],[14.0],[1169700.0],[504049.0],[7014.0],[99050.0],[580480.0],[350000.0],[93975.0],[44989.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[196.0],[605.0],[534800.0],[0.0],[0.0],[0.0],7.0
['Monterey'],2021-01-16 to 2021-01-22,33,[885080.0],[23121336.0],[601300.0],[1928990.0],[21049000.0],[12423980.0],[1253819.0],[4711980.0],[182609.0],[0.0],[1001000.0],[767053.0],[2345.0],[102200.0],[514360.0],[672420.0],[58513.0],[2058.0],[88200.0],[0.0],[0.0],[700.0],[0.0],[0.0],[165.0],[238000.0],[0.0],[0.0],[252.0],7.0
['San Bernardino'],2021-01-16 to 2021-01-22,33,[1929032.0],[42620200.0],[4988620.0],[2438394.0],[30450000.0],[8858458.0],[1006292.0],[6720.0],[60157.0],[0.0],[511000.0],[319130.0],[31206.0],[5250.0],[735490.0],[235900.0],[49875.0],[18900.0],[33040.0],[0.0],[0.0],[5550.0],[0.0],[2100.0],[1408.0],[140000.0],[0.0],[0.0],[140.0],7.0
['Lake'],2021-01-16 to 2021-01-22,33,[147000.0],[5380200.0],[197540.0],[182952.0],[6894720.0],[651700.0],[75656.0],[345240.0],[350.0],[0.0],[154700.0],[112700.0],[91.0],[2800.0],[143080.0],[79380.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],7.0
['Santa Barbara'],2021-01-16 to 2021-01-22,33,[499800.0],[18634000.0],[2051560.0],[964502.0],[17501120.0],[14181440.0],[1083516.0],[357056.0],[20349.0],[0.0],[1267000.0],[880915.0],[5789.0],[0.0],[434000.0],[327880.0],[29134.0],[7350.0],[95200.0],[0.0],[168.0],[0.0],[0.0],[0.0],[203.0],[336000.0],[0.0],[0.0],[126.0],7.0
['San Benito'],2021-01-16 to 2021-01-22,33,[47600.0],[2269400.0],[49000.0],[897820.0],[1743000.0],[1682070.0],[27440.0],[1061920.0],[3962.0],[0.0],[560000.0],[269276.0],[56.0],[14000.0],[106400.0],[56280.0],[1925.0],[32900.0],[0.0],[7000.0],[0.0],[780.0],[0.0],[70.0],[70.0],[89600.0],[0.0],[0.0],[14.0],7.0
['Glenn'],2021-01-16 to 2021-01-22,33,[25900.0],[1724800.0],[63000.0],[19950.0],[777000.0],[1743000.0],[24472.0],[0.0],[70.0],[0.0],[91000.0],[32256.0],[1785.0],[0.0],[117880.0],[0.0],[0.0],[19600.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0],7.0
['Nevada'],2021-01-16 to 2021-01-22,33,[66500.0],[782600.0],[73500.0],[221984.0],[2903600.0],[1020040.0],[59150.0],[12600.0],[22988.0],[0.0],[120400.0],[83139.0],[700.0],[0.0],[44240.0],[95200.0],[2800.0],[13300.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[70.0],[4550.0],[0.0],[0.0],[28.0],7.0
['San Diego'],2021-01-16 to 2021-01-22,33,[5401256.0],[120831200.0],[6916000.0],[27297228.0],[120534736.0],[18728200.0],[3290595.0],[4808888.0],[2088667.0],[177282.0],[3136000.0],[1731520.0],[49266.0],[700000.0],[3399200.0],[35280.0],[77364.0],[1408834.0],[817600.0],[141400.0],[504.0],[9870.0],[0.0],[1260.0],[2172.0],[470400.0],[0.0],[0.0],[0.0],7.0
['Inyo'],2021-01-16 to 2021-01-22,33,[193592.0],[3590300.0],[879340.0],[35924.0],[4068960.0],[661360.0],[113484.0],[660800.0],[5488.0],[756.0],[126700.0],[17150.0],[100800.0],[28000.0],[45990.0],[66920.0],[10087.0],[18893.0],[2100.0],[52500.0],[364.0],[1050.0],[0.0],[280.0],[21.0],[9100.0],[0.0],[0.0],[21.0],7.0
['Yolo'],2021-01-16 to 2021-01-22,33,[229460.0],[4704000.0],[2238740.0],[552846.0],[7853160.0],[1763160.0],[266035.0],[530880.0],[85925.0],[0.0],[147000.0],[88256.0],[959.0],[42000.0],[279040.0],[334040.0],[28063.0],[0.0],[16800.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[217.0],[21000.0],[0.0],[0.0],[0.0],7.0
['Modoc'],2021-01-16 to 2021-01-22,33,[36400.0],[1373400.0],[50120.0],[91700.0],[406000.0],[122920.0],[29988.0],[0.0],[143073.0],[0.0],[71400.0],[53998.0],[252.0],[0.0],[62720.0],[8820.0],[0.0],[19600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[63.0],[1750.0],[0.0],[0.0],[0.0],7.0
['Humboldt'],2021-01-16 to 2021-01-22,33,[306936.0],[13669600.0],[429940.0],[1007300.0],[10179960.0],[1852960.0],[273392.0],[50400.0],[792203.0],[0.0],[729400.0],[551236.0],[0.0],[5250.0],[201440.0],[134960.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[441700.0],[0.0],[0.0],[28.0],7.0
['Ventura'],2021-01-16 to 2021-01-22,33,[2286900.0],[61659650.0],[1782620.0],[3090350.0],[21023300.0],[15453960.0],[442845.0],[1454560.0],[68292.0],[0.0],[1582000.0],[874328.0],[5635.0],[0.0],[201600.0],[371140.0],[35280.0],[235520.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[350.0],[0.0],[797650.0],[0.0],[0.0],[595.0],7.0
['Tuolumne'],2021-01-16 to 2021-01-22,33,[185360.0],[13367900.0],[84840.0],[324660.0],[3563000.0],[1317064.0],[82425.0],[20160.0],[28.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[109830.0],[114660.0],[350.0],[7000.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[28000.0],[0.0],[0.0],[0.0],7.0
['Santa Cruz'],2021-01-16 to 2021-01-22,33,[746844.0],[14907200.0],[1001840.0],[2592700.0],[16250080.0],[7834505.0],[801220.0],[266000.0],[29890.0],[5600.0],[458400.0],[363090.0],[497.0],[476000.0],[385280.0],[85820.0],[37800.0],[1918.0],[34720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[707.0],[164500.0],[0.0],[0.0],[0.0],7.0
['Solano'],2021-01-16 to 2021-01-22,33,[726138.0],[9434600.0],[511420.0],[678496.0],[15395520.0],[3861340.0],[244636.0],[40320.0],[96397.0],[0.0],[693700.0],[411978.0],[3052.0],[5250.0],[843520.0],[13020.0],[33250.0],[7364.0],[70700.0],[93800.0],[0.0],[0.0],[45500.0],[0.0],[84.0],[0.0],[0.0],[0.0],[35.0],7.0
['Siskiyou'],2021-01-16 to 2021-01-22,33,[35224.0],[4204200.0],[290500.0],[85784.0],[1246000.0],[854280.0],[60732.0],[7000.0],[0.0],[0.0],[197407.0],[44142.0],[2835.0],[0.0],[226520.0],[70000.0],[0.0],[39550.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[73500.0],[0.0],[0.0],[98.0],7.0
['Del Norte'],2021-01-16 to 2021-01-22,33,[90300.0],[9934400.0],[353220.0],[543552.0],[7869900.0],[1489810.0],[182028.0],[847392.0],[211246.0],[42.0],[358400.0],[355005.0],[0.0],[28000.0],[124075.0],[190820.0],[10500.0],[0.0],[8400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[42.0],[322350.0],[0.0],[0.0],[0.0],7.0
['Plumas'],2021-01-16 to 2021-01-22,33,[30912.0],[631400.0],[87500.0],[18200.0],[308000.0],[94920.0],[25116.0],[37800.0],[16338.0],[0.0],[70000.0],[19600.0],[1414.0],[0.0],[40320.0],[0.0],[2814.0],[19600.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[133.0],7.0
['Tehama'],2021-01-16 to 2021-01-22,33,[67200.0],[2816800.0],[84000.0],[33600.0],[535360.0],[400120.0],[48356.0],[44800.0],[54866.0],[0.0],[24500.0],[700.0],[3472.0],[0.0],[222600.0],[0.0],[0.0],[19600.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[84.0],[12600.0],[0.0],[0.0],[0.0],7.0
['Madera'],2021-01-16 to 2021-01-22,33,[640836.0],[3878000.0],[829500.0],[427000.0],[1113000.0],[3456600.0],[812532.0],[78400.0],[451528.0],[0.0],[385000.0],[210812.0],[581.0],[140000.0],[378560.0],[97860.0],[0.0],[7210.0],[7350.0],[0.0],[0.0],[0.0],[0.0],[91.0],[73.0],[84000.0],[0.0],[0.0],[0.0],7.0
['Sonoma'],2021-01-16 to 2021-01-22,33,[812000.0],[15916600.0],[2357740.0],[740320.0],[5986400.0],[6231820.0],[394758.0],[295456.0],[1148056.0],[0.0],[1463000.0],[1142519.0],[1981.0],[0.0],[602560.0],[222180.0],[106330.0],[77028.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[360.0],[890400.0],[0.0],[0.0],[70.0],7.0
['Mono'],2021-01-16 to 2021-01-22,33,[39676.0],[942200.0],[45500.0],[65058.0],[1466500.0],[330820.0],[84742.0],[60200.0],[70700.0],[84.0],[140007.0],[48650.0],[0.0],[33250.0],[98000.0],[42280.0],[378.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],7.0
['Lassen'],2021-01-16 to 2021-01-22,33,[30184.0],[3283000.0],[137900.0],[55370.0],[420000.0],[2919000.0],[62580.0],[280000.0],[0.0],[0.0],[35035.0],[35280.0],[102200.0],[0.0],[129920.0],[88200.0],[0.0],[12950.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0],7.0
['El Dorado'],2021-01-16 to 2021-01-22,33,[128296.0],[3029600.0],[369040.0],[205520.0],[8673000.0],[272580.0],[102536.0],[33600.0],[126763.0],[0.0],[49000.0],[26600.0],[0.0],[14000.0],[237440.0],[88760.0],[1750.0],[350.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[126.0],[102900.0],[0.0],[0.0],[0.0],7.0
['Alpine'],2021-01-16 to 2021-01-22,33,[4900.0],[56000.0],[7000.0],[350.0],[48160.0],[4760.0],[7294.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[18520.0],[8820.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],7.0
['Santa Clara'],2021-01-23 to 2021-01-29,34,[13804028.0],[64565250.0],[7988540.0],[3641680.0],[56795200.0],[56745847.0],[1572915.0],[1919520.0],[2370163.0],[168000.0],[4540200.0],[4494966.0],[93219.0],[1757000.0],[3140920.0],[84560.0],[446264.0],[1191420.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[696.0],[2940000.0],[0.0],[0.0],[399.0],8.0
['San Luis Obispo'],2021-01-23 to 2021-01-29,34,[353360.0],[10602200.0],[1296120.0],[188320.0],[6812400.0],[2851380.0],[317140.0],[635880.0],[12019.0],[0.0],[189021.0],[29400.0],[574.0],[182000.0],[167040.0],[175280.0],[3150.0],[1750.0],[42700.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],8.0
['Kings'],2021-01-23 to 2021-01-29,34,[230892.0],[5218700.0],[2478000.0],[703174.0],[3190720.0],[4657480.0],[565978.0],[15920.0],[329924.0],[0.0],[204421.0],[172480.0],[5012.0],[7000.0],[135520.0],[87640.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[42.0],[84.0],[179200.0],[0.0],[0.0],[0.0],8.0
['Yuba'],2021-01-23 to 2021-01-29,34,[60200.0],[5002000.0],[339000.0],[612556.0],[9231000.0],[377520.0],[234938.0],[0.0],[145194.0],[0.0],[224014.0],[80220.0],[602.0],[0.0],[134400.0],[0.0],[476.0],[140728.0],[0.0],[0.0],[252.0],[0.0],[0.0],[28.0],[154.0],[35000.0],[0.0],[140.0],[0.0],8.0
['Shasta'],2021-01-23 to 2021-01-29,34,[153832.0],[4843300.0],[597660.0],[141554.0],[1165000.0],[473284.0],[195650.0],[9600.0],[48404.0],[0.0],[233100.0],[178416.0],[231.0],[0.0],[560000.0],[0.0],[0.0],[392.0],[9100.0],[0.0],[0.0],[0.0],[0.0],[0.0],[133.0],[114800.0],[0.0],[0.0],[245.0],8.0
['Los Angeles'],2021-01-23 to 2021-01-29,34,[27057102.0],[429158000.0],[29066520.0],[85526992.0],[380460000.0],[276463460.0],[13586909.0],[8349312.0],[1742766.0],[2800.0],[11036550.0],[7616182.0],[257516.0],[359100.0],[6022080.0],[1275820.0],[154819.0],[2092184.0],[409400.0],[0.0],[1330.0],[30740.0],[0.0],[7202.0],[13715.0],[385000.0],[0.0],[0.0],[234.0],8.0
['Sacramento'],2021-01-23 to 2021-01-29,34,[13653624.0],[91551950.0],[6706140.0],[17573050.0],[189231700.0],[47129165.0],[7159135.0],[73737360.0],[1010604.0],[396354.0],[5163000.0],[2625826.0],[13937.0],[520100.0],[2255190.0],[12307400.0],[166810.0],[209679.0],[1241800.0],[37800.0],[0.0],[1820.0],[0.0],[0.0],[536.0],[824600.0],[0.0],[0.0],[28.0],8.0
['Trinity'],2021-01-23 to 2021-01-29,34,[41160.0],[567560.0],[63000.0],[89978.0],[1750000.0],[226604.0],[13972.0],[25200.0],[18200.0],[0.0],[35707.0],[20650.0],[595.0],[0.0],[94080.0],[8820.0],[126.0],[19600.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[12.0],[17500.0],[0.0],[0.0],[0.0],8.0
['Napa'],2021-01-23 to 2021-01-29,34,[255976.0],[5552800.0],[1256780.0],[653880.0],[27824800.0],[2107468.0],[1303938.0],[77000.0],[153363.0],[0.0],[126000.0],[81592.0],[378.0],[0.0],[85120.0],[116060.0],[0.0],[364.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[105.0],[63.0],[145600.0],[0.0],[0.0],[0.0],8.0
['Colusa'],2021-01-23 to 2021-01-29,34,[98448.0],[9506000.0],[308000.0],[10192.0],[9688000.0],[490700.0],[151403.0],[43680.0],[70007.0],[0.0],[35000.0],[36624.0],[0.0],[0.0],[66220.0],[0.0],[0.0],[19600.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[350.0],[0.0],[0.0],[0.0],8.0
['Sutter'],2021-01-23 to 2021-01-29,34,[133000.0],[1572200.0],[224000.0],[69440.0],[623000.0],[936880.0],[47369.0],[8400.0],[68264.0],[0.0],[68600.0],[47824.0],[35.0],[0.0],[118160.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7.0],[33600.0],[0.0],[0.0],[0.0],8.0
['Butte'],2021-01-23 to 2021-01-29,34,[210784.0],[7304200.0],[1022000.0],[330064.0],[2012720.0],[1509644.0],[286853.0],[2252800.0],[102053.0],[0.0],[361214.0],[256312.0],[742.0],[0.0],[273910.0],[376600.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[700.0],[1400.0],[35.0],[231.0],[232400.0],[0.0],[0.0],[0.0],8.0
['Calaveras'],2021-01-23 to 2021-01-29,34,[56910.0],[238000.0],[175000.0],[78050.0],[606200.0],[277144.0],[55076.0],[200200.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[44800.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[33950.0],[0.0],[0.0],[0.0],8.0
['Contra Costa'],2021-01-23 to 2021-01-29,34,[1232336.0],[18876600.0],[2350600.0],[8479122.0],[26908900.0],[17493910.0],[1659644.0],[29465800.0],[736015.0],[3570.0],[2754100.0],[2488217.0],[3248.0],[14000.0],[1560370.0],[1294020.0],[25200.0],[0.0],[49000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[547.0],[448700.0],[0.0],[0.0],[0.0],8.0
['Merced'],2021-01-23 to 2021-01-29,34,[1181292.0],[15338400.0],[1572060.0],[2236150.0],[18781000.0],[4729760.0],[229838.0],[275604.0],[101052.0],[0.0],[980000.0],[803915.0],[1544.0],[21000.0],[745920.0],[35280.0],[0.0],[2716.0],[79205.0],[0.0],[0.0],[3430.0],[0.0],[56.0],[196.0],[443100.0],[0.0],[0.0],[14.0],8.0
['Sierra'],2021-01-23 to 2021-01-29,34,[3500.0],[67900.0],[17500.0],[12040.0],[116060.0],[28280.0],[15974.0],[33600.0],[7000.0],[0.0],[10500.0],[5600.0],[112.0],[0.0],[4480.0],[0.0],[0.0],[45500.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[21.0],8.0
['Kern'],2021-01-23 to 2021-01-29,34,[3708348.0],[33223400.0],[7377300.0],[4631060.0],[11196500.0],[10691725.0],[7175371.0],[50400.0],[137242.0],[0.0],[876050.0],[829836.0],[17969.0],[0.0],[707000.0],[122640.0],[0.0],[2765.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[42.0],[1573.0],[0.0],[0.0],[0.0],[0.0],8.0
